My_My_My!,282,Pop,2018-01-27,219,1,TROYE_SIVAN,Bloom,80,80
Best_Friend,50,Pop,2018-01-13,204,1,SOFI_TUKKER,Treehouse,81,81
Ill_Name_The_Dogs,197,Country,2017-09-30,28,1,BLAKE_SHELTON,Texoma Shore,56,82
Five_More_Minutes,142,Country,2017-12-23,197,1,SCOTTY_McCREERY,Seasons Change,77,83
Tequila,404,Country,2018-01-27,55,1,DAN_+_SHAY,,84,84
Legends,230,Country,2017-12-30,116,1,KELSEA_BALLERINI,,79,85
Ice_Tray,201,R&B/Hip-hop,2018-01-03,188,1,QUAVO,Quality Control: Control The Streets Volume 1,74,86
Corazon,93,Latin,2018-01-13,152,1,MALUMA,F.A.M.E.,87,87
All_On_Me,21,Country,2018-01-13,65,1,DEVIN_DAWSON,Dark Horse,81,88
The_Greatest_Show,411,Musical,2018-01-13,94,1,HUGH_JACKMAN,The Greatest Showman,88,89
My_Dawg,281,R&B/Hip-hop,2017-12-30,131,1,LIL_BABY,Quality Control: Control The Streets Volume 1,71,90
Kings_Dead,220,R&B/Hip-hop,2018-01-27,102,1,JAY_ROCK,Redemption,91,91
IDGAF,202,Pop,2018-01-27,71,1,DUA_LIPA,Dua Lipa,92,92
Mayores,259,Pop,2017-11-18,21,1,BECKY_G,,74,93
Broken_Halos,75,Rock,2018-01-13,49,1,CHRIS_STAPLETON,From A Room: Volume 1,91,94
Krippy_Kush,224,Latin,2018-01-06,82,1,FARRUKO,TrapXficante,75,95
...Ready_For_It?,2,Pop,2017-09-23,208,1,TAYLOR_SWIFT,reputation,4,96
Never_Enough,288,Pop,2018-01-13,144,1,LOREN_ALLRED,The Greatest Showman,88,97
El_Bano,119,Latin,2018-01-27,79,1,ENRIQUE_IGLESIAS,,98,98
Beautiful_Trauma,46,Pop,2018-01-20,179,1,P!NK,Beautiful Trauma,95,99
Female,138,Country,2018-01-13,115,1,KEITH_URBAN,Graffiti U,93,100
Gods_Plan,159,R&B/Hip-hop,2018-02-03,70,2,DRAKE,Scorpion,1,1
Perfect,324,Pop,2017-10-07,74,2,ED_SHEERAN,Divide,1,2
Finesse,141,Pop,2018-01-13,34,2,BRUNO_MARS,,3,3
Havana,176,Pop,2017-09-09,40,2,CAMILA_CABELLO,Camila,1,4
Rockstar,351,R&B/Hip-hop,2017-10-07,187,2,POST_MALONE,beerbongs & bentleys,1,5
Look_Alive,242,R&B/Hip-hop,2018-02-24,29,2,BLOCBOY_JB,,6,6
Meant_To_Be,261,Pop,2017-11-11,20,2,BEBE_REXHA,,7,7
New_Rules,293,Pop,2017-08-19,71,2,DUA_LIPA,Dua Lipa,6,8
All_The_Stars,22,R&B/Hip-hop,2018-01-20,117,2,KENDRICK_LAMAR,Black Panther The Album,9,9
Stir_Fry,384,R&B/Hip-hop,2018-01-06,163,2,MIGOS,Culture II,8,10
Pray_For_Me,331,R&B/Hip-hop,2018-02-17,212,2,THE_WEEKND,Black Panther The Album,7,11
Let_You_Down,235,R&B/Hip-hop,2017-11-04,173,2,NF,Perception,12,12
Love.,251,R&B/Hip-hop,2017-12-02,117,2,KENDRICK_LAMAR,DAMN.,11,13
Him_&_I,181,R&B/Hip-hop,2017-12-23,88,2,G-EAZY,The Beautiful & Damned,14,14
Thunder,426,Rock,2017-05-20,95,2,IMAGINE_DRAGONS,Evolve,4,15
Bad_At_Love,34,Pop,2017-09-23,92,2,HALSEY,hopeless fountain kingdom,5,16
The_Middle,413,Pop,2018-02-10,235,2,ZEDD,,17,17
MotorSport,280,R&B/Hip-hop,2017-11-18,163,2,MIGOS,Culture II,6,18
I_Fall_Apart,189,R&B/Hip-hop,2017-10-14,187,2,POST_MALONE,Stoney,16,19
No_Limit,300,R&B/Hip-hop,2017-09-30,88,2,G-EAZY,,4,20
How_Long,186,Pop,2017-10-28,44,2,CHARLIE_PUTH,Voicenotes,21,21
Mine,268,R&B/Hip-hop,2018-02-03,19,2,BAZZI,COSMIC,22,22
Bartier_Cardi,41,R&B/Hip-hop,2018-01-06,41,2,CARDI_B,Invasion of Privacy,14,23
Shape_Of_You,362,Pop,2017-01-28,74,2,ED_SHEERAN,Divide,1,24
Bodak_Yellow,65,R&B/Hip-hop,2017-07-22,41,2,CARDI_B,Invasion of Privacy,1,25
Wolves,458,Pop,2017-11-11,198,2,SELENA_GOMEZ,,20,26
Lights_Down_Low,240,Pop,2017-10-28,159,2,MAX,Hell's Kitchen Angel,27,27
Gummo,171,R&B/Hip-hop,2017-12-02,5,2,6IX9INE,Day69: Graduation Day,12,28
Never_Be_The_Same,287,Pop,2018-01-13,40,2,CAMILA_CABELLO,Camila,27,29
Feel_It_Still,135,Pop,2017-07-08,186,2,PORTUGAL._THE_MAN,Woodstock,4,30
Say_Something,359,Pop,2018-02-10,110,2,JUSTIN_TIMBERLAKE,,9,31
Young_Dumb_&_Broke,471,R&B/Hip-hop,2017-08-05,119,2,KHALID,American Teen,18,32
Sky_Walker,375,R&B/Hip-hop,2017-10-21,164,2,MIGUEL,War & Leisure,29,33
Plain_Jane,327,R&B/Hip-hop,2017-10-14,8,2,A$AP_FERG,Still Striving,26,34
River,348,R&B/Hip-hop,2018-01-03,78,2,EMINEM,Revival,11,35
Marry_Me,258,Country,2017-12-23,213,2,THOMAS_RHETT,Life Changes,35,36
Outside_Today,318,R&B/Hip-hop,2018-01-27,232,2,YOUNGBOY_NEVER_BROKE_AGAIN,Until Death Calls My Name Reloaded,37,37
Kings_Dead,220,R&B/Hip-hop,2018-01-27,102,2,JAY_ROCK,Redemption,38,38
Too_Good_At_Goodbyes,429,Pop,2017-09-30,195,2,SAM_SMITH,The Thrill Of It All,4,39
Sorry_Not_Sorry,379,Pop,2017-07-29,62,2,DEMI_LOVATO,Tell Me You Love Me,6,40
Ric_Flair_Drip,343,R&B/Hip-hop,2017-11-18,176,2,OFFSET,Without Warning,39,41
Gucci_Gang,170,R&B/Hip-hop,2017-09-30,135,2,LIL_PUMP,Lil Pump,3,42
Wait,443,Pop,2018-02-03,156,2,MAROON_5,Red Pill Blues,43,43
I_Get_The_Bag,190,R&B/Hip-hop,2017-09-09,90,2,GUCCI_MANE,Mr. Davis,11,44
1-800-273-8255,4,R&B/Hip-hop,2017-05-20,143,2,LOGIC,Everybody,3,45
Lemon,231,R&B/Hip-hop,2017-11-25,169,2,N*E*R*D,NO ONE EVER REALLY DIES,40,46
You_Make_It_Easy,469,Country,2018-02-10,100,2,JASON_ALDEAN,,28,47
Let_Me_Go,234,Pop,2017-10-21,91,2,HAILEE_STEINFELD,,40,48
X,462,R&B/Hip-hop,2018-02-24,196,2,SCHOOLBOY_Q,Black Panther The Album,49,49
Roll_In_Peace,352,R&B/Hip-hop,2017-09-09,123,2,KODAK_BLACK,Project Baby Two,31,50
Five_More_Minutes,142,Country,2017-12-23,197,2,SCOTTY_McCREERY,Seasons Change,51,51
Walk_It_Talk_It,446,R&B/Hip-hop,2018-02-10,163,2,MIGOS,Culture II,18,52
Pills_And_Automobiles,326,R&B/Hip-hop,2018-02-10,46,2,CHRIS_BROWN,Heartbreak on a Full Moon,53,53
Good_Old_Days,164,R&B/Hip-hop,2017-11-18,151,2,MACKLEMORE,Gemini,53,54
Written_In_The_Sand,461,Country,2017-12-09,177,2,OLD_DOMINION,Happy Endings,51,55
El_Farsante,120,Latin,2018-02-10,178,2,OZUNA,Odisea,49,56
Heaven,178,Country,2018-01-13,111,2,KANE_BROWN,Kane Brown,57,57
Narcos,283,R&B/Hip-hop,2018-02-10,163,2,MIGOS,Culture II,36,58
Broken_Halos,75,Rock,2018-01-13,49,2,CHRIS_STAPLETON,From A Room: Volume 1,59,59
Pick_It_Up,325,R&B/Hip-hop,2017-12-02,81,2,FAMOUS_DEX,,57,60
Dura,116,R&B/Hip-hop,2018-02-17,54,2,DADDY_YANKEE,,61,61
Plug_Walk,328,R&B/Hip-hop,2018-02-24,193,2,RICH_THE_KID,The World Is Yours,62,62
The_Ways,418,R&B/Hip-hop,2018-02-24,120,2,KHALID_&_SWAE_LEE,Black Panther The Album,63,63
Yours,473,Country,2017-11-04,194,2,RUSSELL_DICKERSON,Yours,49,64
End_Game,125,Pop,2017-12-09,208,2,TAYLOR_SWIFT,reputation,18,65
You_Broke_Up_With_Me,468,Country,2017-11-18,223,2,WALKER_HAYES,,62,66
Paramedic!,321,R&B/Hip-hop,2018-02-24,203,2,SOB,Black Panther The Album,67,67
Legends,230,Country,2017-12-30,116,2,KELSEA_BALLERINI,Unapologetically,68,68
Betrayed,53,R&B/Hip-hop,2017-12-02,139,2,LIL_XAN,Total Xanarchy,64,69
Nowadays,308,R&B/Hip-hop,2018-01-20,136,2,LIL_SKIES,,55,70
Big_Shot,58,R&B/Hip-hop,2018-02-24,117,2,KENDRICK_LAMAR,Black Panther The Album,71,71
Friends,149,Pop,2018-02-24,157,2,MARSHMELLO,,72,72
All_On_Me,21,Country,2018-01-13,65,2,DEVIN_DAWSON,Dark Horse,73,73
Notice_Me,307,R&B/Hip-hop,2018-02-10,163,2,MIGOS,Culture II,52,74
Whatever_It_Takes,452,Rock,2018-02-17,95,2,IMAGINE_DRAGONS,Evolve,75,75
For_You_(Fifty_Shades_Freed),145,Pop,2018-02-24,130,2,LIAM_PAYNE,Fifty Shades Freed,76,76
Keke,216,R&B/Hip-hop,2018-01-27,5,2,6IX9INE,Day69: Graduation Day,43,77
No_Smoke,301,R&B/Hip-hop,2017-12-30,232,2,YOUNGBOY_NEVER_BROKE_AGAIN,Al YoungBoy,61,78
Echame_La_Culpa,118,Latin,2017-12-09,146,2,LUIS_FONSI,,47,79
Tell_Me_You_Love_Me,402,Pop,2017-12-23,62,2,DEMI_LOVATO,Tell Me You Love Me,53,80
Red_Roses,339,R&B/Hip-hop,2018-01-20,136,2,LIL_SKIES,Life of a Dark Rose,69,81
Most_People_Are_Good,279,Country,2018-02-10,147,2,LUKE_BRYAN,What Makes You Country,82,82
